652238	ഒന്നിനും അവനെ സ്വാധീനിക്കാന്‍ കഴിയുകയില്ല.	38362	Nothing would persuade him.
652239	എല്ലാ പുസ്തകങ്ങളെയും രണ്ടു വിഭാഗങ്ങളിലായി വേര്‍തിരിക്കാന്‍ സാധിക്കും.	273709	All books may be divided into two classes.
652240	ഈ വാക്യത്തിന് ഒന്നില്‍ കൂടുതല്‍ അര്‍ത്ഥങ്ങളുണ്ട്.	57232	The meaning of this sentence is ambiguous.
652241	അവനെ മൂന്ന് വര്‍ഷത്തെ തടവിനായി വിധിച്ചു.	277726	He was sentenced to three years in jail.
652242	നീ നേരത്തെ വരണമായിരുന്നു.	16378	You should have come earlier.
652243	നിനക്ക് ഇവിടെ ഇരിക്കാം.	61758	You may sit here.
652244	പരീക്ഷകളില്‍ ബുദ്ധിമാന്‍മാര്‍ക്ക് ഉത്തരം ചെയ്യാന്‍ പറ്റാത്ത ചോദ്യങ്ങള്‍ മന്ദബുദ്ധികള്‍ ചോദിക്കുന്നു.	263458	In examinations the foolish ask questions that the wise cannot answer.
652247	അവള്‍ നന്നായി പാചകം ചെയ്യും.	317439	She cooks well.
652282	ഞാന്‍ ടോണിയെ സഹായിച്ചു.	255269	I helped Tony.
652318	എന്റെ സഹോദരി എല്ലാ ഞായറാഴ്ചയും അവളുടെ ചെരിപ്പുകള്‍ കഴുകും.	245601	My sister washes her shoes every Sunday.
652319	ബോബ് എന്നെ സഹായിച്ചു.	33256	Bob helped me.
652320	ടോം ജപ്പാനില്‍ പത്തു വര്‍ഷം ജീവിച്ചു.	37332	Tom lived in Japan for ten years.
652321	ബ്രസീലിന്റെ പ്രധാന ഉല്പന്നം കാപ്പിയാണ്.	62244	Coffee is Brazil's main product.
652322	ഞാന്‍ എന്റെ അമ്മൂമ്മയെ സന്ദര്‍ശിച്ചിട്ട് കുറെ നാളായി.	505718	It's been a long time since I visited my grandmother.
652323	സൂര്യന്‍ ഭൂമിയില്‍ നിന്ന് വളരെ ദൂരെയാണ്.	275143	The sun is so distant from the earth.
652324	എനിക്ക് ടികറ്റ് സൗജന്യമായി ലഭിച്ചു.	261890	I got the ticket for free.
652329	മത്സ്യങ്ങള്‍ക്ക് വെള്ളത്തിന് പുറത്ത് ജീവിക്കാന്‍ സാധിക്കില്ല.	19347	Fish cannot live out of water.
652334	ശബ്ദമുണ്ടാക്കരുത്.	477063	Don't make noise.
652335	അവള്‍ ഭാവിയില്‍ പ്രശസ്തയാകും.	315003	She will be famous in the future.
652378	കഴിഞ്ഞയാഴ്ച അവര്‍ക്കൊരു കുട്ടിയുണ്ടായി.	305096	They had a baby last week.
652381	ഒട്ടകപ്പക്ഷിക്ക് ചിറകുകളുണ്ട്, പക്ഷേ അതിന് പറക്കാന്‍ സാധിക്കില്ല.	40840	The ostrich has wings, but it cannot fly.
652382	എനിക്ക് അവന്റെ ആരോഗ്യത്തെപ്പറ്റി ആശങ്കയുണ്ട്.	285983	I am concerned about his health.
652384	അവള്‍ മുപ്പതു വര്‍ഷം സംഗീതം പഠിപ്പിച്ചു.	310155	She taught music for thirty years.
652385	അവന്‍ വീട്ടില്‍ എത്തിച്ചേര്‍ന്നയുടന്‍ മഴ പെയ്യാന്‍ തുടങ്ങി.	391600	It rained as soon as he got home.
652386	എന്റെ അറിവില്‍ അവനൊരു സത്യസന്ധനമാണ്.	471437	As far as I know, he's an honest man.
652387	വിയന്ന മനോഹരമായ ഒരു നഗരമാണ്.	65699	Vienna is a beautiful city.
652392	ആ മുറി അത്ര വലുതല്ല.	67832	That room is not very large.
652438	എനിക്ക് പാചകം ചെയ്യാന്‍ അറിയില്ല.	325787	I don't know how to cook.
652455	വിശപ്പ് അവനെ മോഷ്ടിക്കാന്‍ പ്രേരിപ്പിച്ചു.	18161	Hunger drove him to steal.
652652	അവന്‍ മൂന്ന് ദിവസം കഴിഞ്ഞ് വീട്ടില്‍ തിരിച്ചെത്തി.	467668	He came back home three days later.
652653	അവള്‍ക്കൊരു ചെറിയ കറുത്ത പട്ടിയുണ്ട്.	315007	She has a small black dog.
652654	അവന്‍ അവളുടെ മുഖത്തേക്ക് തുറിച്ച് നോക്കി.	302770	He stared her in the face.
652656	ഞാന്‍ ഈ പട്ടണത്തില്‍ തികച്ചും ഒരു അപരിചിതനാണ്.	57829	I'm quite a stranger in this town.
653454	ഒരു ദിവസത്തില്‍ ഇരുപത്തി നാല് മണിക്കൂര്‍ ഉണ്ട്.	653144	There are twenty-four hours in a day.
653455	ഒരു മനുഷ്യന് പത്ത് വിരലുകളുണ്ട്.	653105	A man has ten fingers.
653457	നീ ആ ചിത്രത്തില്‍ എന്താണ് കാണുന്നത്?	653060	What do you see in the picture?
653458	അഹിംസയുടെ അപ്പസ്തോലനായ മഹാത്മ ഗാന്ധി, 1869-ലാണ് ജനിച്ചത്.	317960	Mahatma Gandhi, the apostle of nonviolence, was born in 1869.
653459	നിന്റെ പ്രിയപ്പെട്ട കളിക്കാരനാരാണ്?	240692	Who is your favorite player?
653460	നീ നാളെ തിരിച്ചു വരുമോ?	431120	Will you come back tomorrow?
653461	അവന്‍ ആ ശബ്ദം കേട്ടു.	300912	He heard the noise.
653463	കണ്ണ് ആത്മാവിന്റെ കണ്ണാടിയാണ്.	323764	The eye is the mirror of the soul.
653464	ഞാന്‍ കാര്‍ നന്നാക്കുന്നതിന് വേണ്ടി മൂന്ന് മണിക്കൂര്‍ ചെലവഴിച്ചു.	254463	I spent three hours repairing the car.
653465	ദയവായി ആ ജനാല തുറക്കൂ	274213	Please open the window.
653466	അവന് അമേരിക്കയില്‍ പോകാന്‍ ആഗ്രഹമുണ്ട്.	252995	He wants to go to America.
653483	ഞാനൊരു വിദ്യാര്‍ത്ഥിയല്ല.	258994	I'm not a student.
653485	അതിനെപ്പറ്റി തര്‍ക്കിച്ചിട്ട് ഒരു കാര്യവുമില്ല.	42923	It is no use arguing about it.
653488	ആരാണ് ആ പെൺകുട്ടി?	68220	Who's that girl?
653775	ആ വാര്‍ത്ത കാട്ടുതീ പോലെ പടര്‍ന്നു.	50118	The news spread like wildfire.
653777	അവള്‍ ലോകമെമ്പാടും സഞ്ചരിച്ചു.	315297	She traveled all over the world.
653789	ക്ഷമിക്കണം. എല്ലാം എന്റെ തെറ്റാണ്.	56374	Sorry. It's all my fault.
653802	എനിക്ക് ഈ പുസ്തകം ഇംഗ്ലീഷിലേക്ക് തര്‍ജ്ജമ ചെയ്താല്‍ കൊള്ളാമെന്നുണ്ട്.	71158	I'd like you to translate this book into English.
654472	ഞാന്‍ അവിടെയായിരുന്നപ്പോള്‍ ഇംഗ്ലീഷ് പഠിച്ചു.	252165	I studied English when I was there.
654477	ഞങ്ങള്‍ അവള്‍ കരയുന്നത് കേട്ടു.	308241	We heard her cry.
654479	അവര്‍ പ്രതീക്ഷ കൈവിട്ടില്ല.	305457	They did not give up hope.
654483	എനിക്ക് കാപ്പി ഇഷ്ടമല്ല.	435422	I hate coffee.
654488	നിങ്ങള്‍ സഹകരിച്ചാല്‍ ഈ ജോലി ചെയ്യാന്‍ എനിക്ക് താല്പര്യമുണ്ട്.	19242	I'm willing to do the job if you cooperate.
654759	എനിക്ക് നന്നായി ഉറങ്ങാന്‍ പറ്റുന്നില്ല.	29912	I can't sleep well.
654764	ഞാന്‍ അവനെ മുമ്പ് കണ്ടതായി ഓര്‍ക്കുന്നു.	273579	I remember seeing him before.
655791	ഞാന്‍ കാല്‍പ്പന്ത് കളിച്ചു.	255512	I played football.
655867	എനിക്ക് ജീവിക്കണം.	261906	I want to live.
655868	എന്റെ കാര്‍ എവിടെയാണ്?	251080	Where is my car?
656091	എനിക്ക് ആ പ്രശ്നം പരിഹരിക്കാന്‍ സാധിച്ചു.	254705	I was able to solve the problem.
656092	ഞങ്ങള്‍ അവിടെ മൂന്ന് മാസം താമസിച്ചു.	248048	We stayed there for three months.
656093	ഞാന്‍ റോമില്‍ പോയിട്ടുണ്ട്.	371414	I have been to Rome.
656095	എന്റെ വയറ് നിറഞ്ഞു.	64037	My stomach is full.
656096	പൊക്കമില്ലായ്മ ജീവിതത്തില്‍ അത്ര വലിയ പോരായ്മയല്ല.	282440	Not being tall is not a serious disadvantage in life.
656098	പുകവലി നിര്‍ത്താന്‍ ഡോക്ടര്‍ അവനെ നിര്‍ദ്ദേശിച്ചു.	27937	The doctor suggested that he give up smoking.
656101	നമുക്ക് അത് പിന്നെ ചര്‍ച്ച ചെയ്യാം.	49200	We will discuss that later.
660529	ജാക്കിന് ചിത്രരചനയിൽ താൽപ്പര്യമുണ്ട്.	53125	Jack is interested in painting.
660530	കണക്ക് പരീക്ഷ എങ്ങനെയുണ്ടായിരുന്നു?	270999	How was the math test?
660531	ആ വാതിൽ അടയ്ക്കൂ.	38992	Shut the door.
662295	എനിക്ക് ടിവി കാണാൻ ഇഷ്ടമാണ്.	255108	I like to watch TV.
662425	അങ്ങനെയാണെങ്കിൽ, പോലീസിനെ വിളിക്കൂ.	46206	In that case, call the police.
662433	അവൻ ജീവിക്കാൻ പാടില്ല.	271710	He must not live.
662462	അഞ്ച് ദിവസം തുടർച്ചയായി മഴ പെയ്തു.	72494	It rained five successive days.
663070	ഞാൻ ഇന്നലെ രാത്രി ഒരു ദുസ്വപ്നം കണ്ടു.	257828	I had a bad dream last night.
663082	ദയവായി, അതെനിക്കു തരൂ.	41825	Give it to me, please.
665025	ടോം ബസ്സിന്റെ മുമ്പിൽ ഇരിക്കുകയായിരുന്നു.	37221	Tom was sitting in the front of the bus.
665026	കാഴ്ച അഞ്ച് ഇന്ദ്രിയങ്ങളിൽ ഒന്നാണ്.	263374	Sight is one of the five senses.
665268	ഞാൻ നിനക്ക് കുറച്ച് ചിത്രങ്ങൾ കാണിച്ചു തരാം.	71094	I will show you some pictures.
665270	ഈ വിവരം വളരെയധികം ആളുകൾക്ക് ഉപകാരപ്രദമാണ്.	46181	The information is useful to a great many people.
665273	അവൻ ഫ്രാൻസിലേക്ക് പോകാൻ തീരുമാനിച്ചു.	292600	He decided to go to France.
665308	ഞാൻ ഒരു കൈ കൊണ്ട് പന്ത് പിടിച്ചു.	255581	I caught the ball with one hand.
665313	അവളുടെ കാഴ്ചപ്പാടിൽ നിന്ന് ആ പ്രശ്നത്തെ കാണാൻ ശ്രമിക്കൂ.	309853	Try to see the problem from her point of view.
665315	നിനക്ക് മഞ്ഞ് ഇഷ്ടമാണോ?	434606	Do you like snow?
665318	അടുത്ത ട്രെയിനിലെ തിരക്ക് ഇതിനേക്കാൾ കുറവായിരിക്കും.	264339	The next train will be less crowded than this one.
665323	കാത്തിരുന്നിട്ട് കാര്യമില്ല.	275300	There's no point in waiting.
665330	അവളുടെ വാക്കുകൾ എന്നെ ഭ്രാന്തനാക്കി.	308868	Her words made me mad.
665333	അത് അസാധ്യമാണ്.	41295	That's impossible.
666257	ആരും എന്നെ സഹായിക്കാൻ വന്നില്ല.	276631	Nobody came to help me.
666263	നിങ്ങൾ ഈ പട്ടണത്തിലുണ്ടായിരുന്നുവെന്ന് എനിക്ക് അറിയില്ലായിരുന്നു.	18031	I didn't know that you were in this town.
666290	ഞാൻ നിങ്ങളെ എവിടെയോ കണ്ടതായി ഓർക്കുന്നു.	38247	I remember meeting you somewhere.
666293	അവൾക്കേതു നിറമാണ് ഇഷ്ടമുള്ളതെന്ന് നിനക്ക് അറിയാമോ?	311849	Do you know what color she likes?
666298	മേശക്കടിയിൽ ഒരു കറുത്ത പൂച്ചയുണ്ടായിരുന്നു.	39626	Under the table was a black cat.
666299	ഞങ്ങൾ അവനിൽ നിന്നും ഏറെ പ്രതീക്ഷിക്കുന്നു.	403382	We expect a lot from him.
668636	അവനെനിക്കൊരു സമ്മാനം അയച്ചു തന്നു.	297540	He sent me a present.
670455	നിങ്ങൾ ഒരു അധ്യാപകനാണ്.	69155	You are a teacher.
670456	ഞാൻ ടെന്നിസ് കളിക്കാൻ പോവുകയാണ്.	255099	I am going to play tennis.
670457	ആദ്യനോട്ടത്തിൽ തന്നെ ഞാൻ അവനെ തിരിച്ചറിഞ്ഞു.	256116	I recognized him at first glance.
671524	നാളെ മഴ പെയ്യുമെന്ന് എനിക്ക് തോന്നുന്നില്ല.	323269	I don't think it'll rain tomorrow.
672234	ആ പട്ടണം ഒരു നഗരമായ് വളർന്നു.	45040	The town grew into a city.
672307	ഞാൻ ഇതുവരെ എന്റെ അമ്മാവന്റെ വീട്ടിൽ പോയിട്ടില്ല.	253226	I've never been to my uncle's house.
672967	ഞാൻ ഒരു പക്ഷിയായിരുന്നെങ്കിൽ, എനിക്ക് നിന്റെ അടുത്തേക്ക് പറന്നു വരാമായിരുന്നു.	278179	If I had been a bird, I could have flown to you.
672973	അവൾക്ക് ആകർഷണീയമായ കണ്ണുകളുണ്ട്.	317194	She has attractive eyes.
674280	അവൻ നമ്മുടെ ടീമിന്റെ നായകനാകാൻ യോഗ്യനാണ്.	293401	He is worthy to be captain of our team.
674288	അവന്റെ കുതിര വേലിക്ക് മുകളിലൂടെ ചാടി.	287303	His horse jumped over the fence.
674303	അവനൊരു പുതിയ കാർ വേണം.	299901	He wants a new car.
678177	നാളെ വീണ്ടും വരൂ.	323324	Come again tomorrow.
679362	ഈ കസേര വളരെ ചെറുതാണ്.	463270	This chair is too small.
707639	അവന് അവന്റെ കഴിവിൽ ആത്മവിശ്വാസമുണ്ട്.	298817	He is confident of his ability.
708470	എല്ലാത്തിനും അതിന്റേതായ സമയമുണ്ട്.	319884	There is a time for all things.
708472	അവൻ ടോമിനേക്കാൾ വളരെ ചെറുപ്പമാണ്.	292105	He's much younger than Tom.
708477	ഞാൻ അവളുടെ നിഘണ്ടു അവൾക്ക് തിരിച്ചു കൊടുത്തു.	646848	I gave her her dictionary back.
708485	അവൻ സത്യം പറഞ്ഞു.	299984	He told the truth.
708494	സർക്കാർ വിദ്യാഭ്യാസത്തെ പരിഷ്ക്കരിച്ചു കൊണ്ടിരിക്കുകയാണ്.	271461	The government has been reforming education.
710400	അവന് എന്നേക്കാൾ വേഗത്തിൽ ഓടാൻ കഴിയും.	529843	He can run faster than me.
711691	അവൻ ഒരു നല്ല മനുഷ്യനാണ്.	303816	He is a nice person.
711693	അവൻ അവിടെ പോയോ?	290445	Did he go there?
711698	ഞാൻ അതിനെക്കുറിച്ച് ആലോചിക്കാം.	31268	I'll think about it.
711699	എനിക്ക് ചെറിയ കവിതകൾ ഇഷ്ടമാണ്.	259390	I like short poems.
714232	അശ്രദ്ധ മൂലമാണ് കാട്ടുതീ ഉണ്ടായത്.	47704	The forest fire occurred through carelessness.
714248	അവൾക്കിതു വരെ ഒരു സൈക്കിൾ ഓടിക്കാൻ അറിയില്ല.	312234	She can't ride a bicycle yet.
714254	ജോൺ അവന്റെ പുതിയ വീടിനെക്കുറിച്ച് വളരെയധികം അഭിമാനിക്കുന്നു.	52525	John is very proud of his new house.
716617	അവന് തെറ്റ് വരുത്താതെ ഇംഗ്ലീഷ് എഴുതാൻ സാധിക്കില്ല.	294028	He cannot write English without making mistakes.
716619	അപരിചിതമായ ശബ്ദം കേട്ട പൂച്ച ഭയന്നു.	44552	The cat was scared by an unfamiliar noise.
716621	ഇതെന്റെ കുടയല്ല, വേറാരുടെയോ ആണ്.	55619	This isn't my umbrella; it's somebody else's.
716624	പ്രാതലിനു മുമ്പ് കുറച്ച് വ്യായാമം ചെയ്യുന്നത് എന്റെ ശീലമാണ്.	259482	I am in the habit of taking some exercise before breakfast.
716625	ചെയർമാനായി ആരെയാണ് തെരഞ്ഞെടുക്കാൻ പോകുന്നത്?	276306	Who will be elected chairman?
716626	അവളുടെ സൗന്ദര്യം മുറിയിലുണ്ടായിരുന്ന എല്ലാവരെയും ആകർഷിച്ചു.	688040	Her beauty attracted everyone in the room.
716627	അവൻ അവിടെയുണ്ടായിരുന്നുവെന്ന് എനിക്കറിയില്ലായിരുന്നു.	394206	I didn't know that he was there.
716629	പാചകത്തിനിടെ അവളുടെ കൈയ്ക്ക് ചെറുതായി പൊള്ളലേറ്റു.	317453	She got a slight burn on her hand while cooking.
716630	പ്രധാന വീഥികളെല്ലാം വളരെ വലുതാണ്.	462774	The main streets are very wide.
716632	ഞങ്ങൾ ഒരാഴ്ച തങ്ങാനാണ് ആലോചിക്കുന്നത്.	27718	We plan to stay a week.
716633	ഞങ്ങൾ ഒരു ടെന്നിസ് മത്സരത്തിൽ പങ്കെടുക്കും.	248204	We will take part in a tennis match.
716636	മനുഷ്യരാശിക്ക് മൃഗങ്ങളുടെയും പക്ഷികളുടെയും മേൽ ആധിപത്യമുണ്ടോ?	270311	Does mankind have dominion over animals and birds?
716638	അവന് ഒരു കാർ അപകടത്തിൽ പരിക്കേറ്റു.	298502	He was hurt in a car accident.
716642	അവന്റെ അഭിപ്രായം ഒരു പരിധി വരെ ശരിയാണ്.	285494	His opinion is right to some extent.
716644	അവന്റെ സഹോദരൻ എപ്പോഴും ടി.വി. കണ്ടുകൊണ്ടിരിക്കും.	287177	His brother is always watching TV.
718091	വിദ്യാഭ്യാസം ഭാവിയിലേക്കുള്ള ഒരു നിക്ഷേപമാണ്.	19112	Education is an investment in the future.
718092	നിങ്ങളുടെ കൈയ്യിൽ ഒരു ഇംഗ്ലീഷ് നിഘണ്ടുവുണ്ടോ?	26324	Do you have an English dictionary?
720961	ആ അപകടത്തിൻ നിരവധി പേർ കൊല്ലപ്പെട്ടു.	47178	Many people were killed in the accident.
720965	ദയവായി ഇതൊരു ക്രിസ്മസ് സമ്മാനം പോലെ പൊതിയൂ.	387464	Please wrap it like a Christmas present.
727076	എനിക്ക് കണക്ക് അത്ര ഇഷ്ടമല്ല.	271008	I do not like mathematics very much.
732399	അവന് ബേസ്ബോൾ വളരെയധികം ഇഷ്ടമാണ്.	304250	He likes baseball very much.
732400	ഞങ്ങൾക്ക് അക്കാലത്ത് ടിവിയുണ്ടായിരുന്നില്ല.	50379	We didn't have TV in those days.
732402	ഒരു കുട്ടിക്ക് പോലും അതു മനസ്സിലാക്കാൻ കഴിയും.	245808	Even a child can understand it.
745927	ഈ രോഗം എങ്ങനെയാണ് പടരുന്നത്?	57425	How does this disease spread?
759799	ഒന്നും നഷ്ടപ്പെടാനില്ലാത്തവെ വെല്ലുവിളിക്കരുത്.	371002	Don't challenge someone who has nothing to lose.
759811	എന്റെ വലതുകണ്ണിലെ കാഴ്ച എനിക്ക് രണ്ടു വർഷം മുമ്പ് നഷ്ടമായി.	72786	I lost the eyesight in my right eye two years ago.
759814	ഇപ്പോഴത്തേക്ക് അതു മതിയാകും.	243578	That will be enough for now.
759816	കത്തി ഉപയോഗിച്ച് കഴിക്കുന്നത് ഒരു മോശം ശീലമാണ്.	36549	It is bad manners to eat with a knife.
759822	ഈ വീട്ടിൽ എത്ര പൂച്ചകളുണ്ട്?	61705	How many cats are there in this house?
759823	ഈ ദുരന്തത്തിന്റെ യഥാർത്ഥ കാരണം എന്താണ്?	57465	What is the real cause of this tragedy?
759824	അവന് നീന്താൻ കഴിയും.	293936	He can swim.
759826	അവൻ ആഫ്രിക്കയിലാണ് ജനിച്ചത്.	288790	He was born in Africa.
759832	അഞ്ചാഴ്ചയായി അവൻ അസുഖം ബാധിച്ച് കിടക്കയിലായിരുന്നുവെന്ന് അവന്റെ അമ്മ പറഞ്ഞു.	288605	His mother said that he had been ill in bed for five weeks.
759834	ഞാൻ ഇന്നലെ മൂന്ന് മത്സ്യങ്ങളെ പിടിച്ചു.	63296	I caught three fish yesterday.
759835	എന്റെ ക്ലാസിലെ പകുതി പേർക്ക് നായകളെ ഇഷ്ടമാണ്.	250300	Half of my class like dogs.
759841	അവൻ അവളെ ദേഷ്യത്തോടെ നോക്കി.	303467	He looked at her angrily.
759844	അവന്റെ കൈയ്യിൽ വളരെയധികം പഴയ നാണയങ്ങൾ ഉള്ളതായി പറയപ്പെടുന്നു.	300555	It is said that he has a lot of old coins.
759847	ഞങ്ങൾ ഈ തുക ജൂൺ മുപ്പതിന് മുമ്പായി അടയ്ക്കാം.	245206	We will pay this amount by June 30.
759849	വോളിബോൾ കളിക്കുന്നതിനിടെ എന്റെ വിരൽ ഉളുക്കി.	34994	I sprained my finger while playing volleyball.
759850	ഈ രാജ്യം ആക്രമണത്തിൽ നിന്നും സുരക്ഷിതമാണ്.	59249	This country is safe from attack.
759852	ഞാൻ വീട്ടിൽ നിന്നിറങ്ങിയ ശേഷം, അഞ്ച് മിനിട്ടിനുള്ളിൽ മഴ പെയ്യാൻ തുടങ്ങി.	246643	It began to rain five minutes after I left home.
759853	ആർക്കും ഗുഹ കണ്ടെത്താനായില്ല.	40355	No one could find the cave.
759854	എട്ടിനും പത്തിനുമിടയ്ക്കാണ് അതു സംഭവിച്ചത്.	42187	It happened between eight and ten.
759855	ഈ വാക്ക് എങ്ങനെയാണ് ഉച്ചരിക്കുന്നത്.	387499	How do you say this word?
759857	ഫ്ലോറൻസ് ഇറ്റലിയിലെ ഏറ്റവും മനോഹരമായ നഗരമാണ്.	2435	Florence is the most beautiful city in Italy.
759858	ഈ നോവൽ മനസ്സിലാക്കാൻ വളരെ പ്രയാസമാണ്.	718392	This novel is very difficult to understand.
759861	എനിക്കാവശ്യം പണം മാത്രമാണ്.	247118	All I want is money.
759862	എന്നെ വിളിക്കാൻ മറക്കരുത്.	321152	Don't forget to call me.
759867	ഞാൻ ഒരു ദിവസത്തിൽ രണ്ടു തവണ പല്ല് തേയ്ക്കും.	321574	I brush my teeth twice a day.
759869	എനിക്ക് കാശ് വേണം.	64620	I want money.
759874	വേനൽ അവധിക്കാലം വളരെ പെട്ടെന്ന് അവസാനിച്ചു.	24306	The summer vacation ended all too soon.
759880	അവൻ പണത്തിനായി ആവശ്യപ്പെട്ടു.	289449	He asked for money.
759883	സമ്പത്തും പ്രശസ്തിയും ഉണ്ടായിട്ടും, അവൻ ദുഃഖിതനാണ്.	67026	For all his wealth and fame, he is unhappy.
759890	അവന് കണക്കിൽ നല്ല മാർക്ക് കിട്ടി.	300237	He got good marks in math.
759892	അവൾ ആ കാഴ്ച കണ്ട് വളരെയധികം അത്ഭുതപ്പെട്ടു.	311212	She was very surprised at the sight.
